ID_PLANO;CD_PLANO;NM_PLANO;CD_OPERADORA;RAZAO_SOCIAL;GR_MODALIDADE;PORTE_OPERADORA;VIGENCIA_PLANO;CONTRATACAO;GR_CONTRATACAO;SGMT_ASSISTENCIAL;GR_SGMT_ASSISTENCIAL;LG_ODONTOLOGICO;OBSTETRICIA;COBERTURA;TIPO_FINANCIAMENTO;ABRANGENCIA_COBERTURA;FATOR_MODERADOR;ACOMODACAO_HOSPITALAR;LIVRE_ESCOLHA;SITUACAO_PLANO;DT_SITUACAO;DT_REGISTRO_PLANO;DT_ATUALIZACAO;ANO_REGISTRO
18101975;482231195;MAXI I;419583;Odontomaxi Operadora De Planos Odontológicos Ltda;Odontologia De Grupo;Pequena;P;Individual ou familiar;Individual ou Familiar;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Grupo de estados;Ausente;Não se aplica;Ausente;Ativo;22/11/2021;30/01/2019;30/08/2022;2019
18100379;482168198;FAR;356417;Unimed Vale Do Sinos - Cooperativa De Assistência À Saúde Ltda;Cooperativa Médica;Média;P;Individual ou familiar;Individual ou Familiar;Ambulatorial;Ambulatorial;0;Não se aplica;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Não se aplica;Ausente;Ativo;23/01/2019;23/01/2019;30/08/2022;2019
18159515;483553191;HFU1T;356417;Unimed Vale Do Sinos - Cooperativa De Assistência À Saúde Ltda;Cooperativa Médica;Média;P;Individual ou familiar;Individual ou Familiar;Hospitalar com obstetrícia;Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Franquia + Co-participacão;Individual;Ausente;Ativo;02/08/2019;02/08/2019;30/08/2022;2019
18306110;486967202;ESSENCIAL JRC;356417;Unimed Vale Do Sinos - Cooperativa De Assistência À Saúde Ltda;Cooperativa Médica;Média;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial;Ambulatorial;0;Não se aplica;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Franquia + Co-participacão;Não se aplica;Ausente;Ativo;02/10/2020;02/10/2020;30/08/2022;2020
18499288;492493222;ESSENCIAL JRS;356417;Unimed Vale Do Sinos - Cooperativa De Assistência À Saúde Ltda;Cooperativa Médica;Média;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial;Ambulatorial;0;Não se aplica;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Não se aplica;Ausente;Ativo;26/05/2022;26/05/2022;30/08/2022;2022
18291488;486604205;LEVE EMPRESARIAL QC SEM COPART;422339;Leve Saude Operadora De Planos De Saude S.A;Medicina De Grupo;Pequena;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Ativo;19/08/2020;19/08/2020;30/08/2022;2020
18361356;488560211;DENTAL CLINICO MA-GRM;339458;Dental Center Ltda;Odontologia De Grupo;Média;P;Individual ou familiar;Individual ou Familiar;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Grupo de municípios;Ausente;Não se aplica;Ausente;Ativo;08/04/2021;08/04/2021;30/08/2022;2021
18203144;484626195;PLANO ESTÉTICA FACIAL;327867;Dentição Convênios Odontológicos Ltda;Odontologia De Grupo;Pequena;P;Individual ou familiar;Individual ou Familiar;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Grupo de municípios;Co-participacão;Não se aplica;Ausente;Ativo;19/12/2019;19/12/2019;30/08/2022;2019
18394758;489406215;PB HOSPITALAR INTEGRAL PLUS RJC;422584;Pb Assistencia Medica Eu Ltda;Medicina De Grupo;Pequena;P;Coletivo empresarial;Coletivo empresarial;Referência;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Municipal;Co-participacão;Coletiva;Ausente;Ativo;22/07/2021;22/07/2021;30/08/2022;2021
18483576;491958221;PB HOSPITALAR COLETIVO POR ADESAO GRANDE BH QC I;422584;Pb Assistencia Medica Eu Ltda;Medicina De Grupo;Pequena;P;Coletivo por adesão;Coletivo por adesão;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Ativo;08/04/2022;08/04/2022;30/08/2022;2022
18517883;492909228;PB HOSPITALAR COLETIVO POR ADESAO SEM CO NATAL QC;422584;Pb Assistencia Medica Eu Ltda;Medicina De Grupo;Pequena;P;Coletivo por adesão;Coletivo por adesão;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Ativo;22/07/2022;22/07/2022;30/08/2022;2022
18297676;486742204;UNICAP 30% EMPRESARIAL COLETIVO;366340;Unimed De Capivari -Cooperativa De Trabalho Médico;Cooperativa Médica;Pequena;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Ativo;03/09/2020;03/09/2020;30/08/2022;2020
18296040;486698203;UNICAP 30% EMPRESARIAL APARTAMENTO;366340;Unimed De Capivari -Cooperativa De Trabalho Médico;Cooperativa Médica;Pequena;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Individual;Ausente;Ativo;27/08/2020;27/08/2020;30/08/2022;2020
18296083;486702205;UNICAP MASTER FAMILIAR APARTAMENTO;366340;Unimed De Capivari -Cooperativa De Trabalho Médico;Cooperativa Médica;Pequena;P;Individual ou familiar;Individual ou Familiar;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Individual;Ausente;Ativo;27/08/2020;27/08/2020;30/08/2022;2020
18152212;483391191;PLANO AMBULATORIAL INDIVIDUAL E FAMILIAR;304395;Unimed Inconfidentes Cooperativa De Trabalho Médico Ltda.;Cooperativa Médica;Pequena;P;Individual ou familiar;Individual ou Familiar;Ambulatorial;Ambulatorial;0;Não se aplica;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Não se aplica;Ausente;Ativo;22/07/2019;22/07/2019;30/08/2022;2019
18215921;484861206;VIP EMPRESARIAL;336025;Uniodonto De Rondonia Cooperativa Ltda.;Cooperativa Odontológica;Pequena;P;Coletivo empresarial;Coletivo empresarial;Odontológico;Exclusivamente Odontológico;1;Não se aplica;Odontológico;Pre-estabelecido;Grupo de municípios;Ausente;Não se aplica;Ausente;Ativo;03/02/2020;03/02/2020;30/08/2022;2020
18203914;484640191;FLEX PREMIUM PF APARTAMENTO;303178;Unimed De Sobral Sociedade Cooperativa Médica Ltda;Cooperativa Médica;Pequena;P;Individual ou familiar;Individual ou Familiar;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Estadual;Co-participacão;Individual;Ausente;Ativo;26/12/2019;26/12/2019;30/08/2022;2019
18203938;484642197;FLEX CLASSIC PF APARTAMENTO;303178;Unimed De Sobral Sociedade Cooperativa Médica Ltda;Cooperativa Médica;Pequena;P;Individual ou familiar;Individual ou Familiar;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Individual;Ausente;Ativo;26/12/2019;26/12/2019;30/08/2022;2019
18492763;492262220;PREMIUM PF APARTAMENTO 20%;303178;Unimed De Sobral Sociedade Cooperativa Médica Ltda;Cooperativa Médica;Pequena;P;Individual ou familiar;Individual ou Familiar;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Estadual;Co-participacão;Individual;Ausente;Ativo;04/05/2022;04/05/2022;30/08/2022;2022
18399102;489538210;BV-SENIOR-ENF/SP/ABCD+O+G;415111;Biovida Saúde Ltda.;Medicina De Grupo;Média;P;Individual ou familiar;Individual ou Familiar;Ambulatorial + Hospitalar sem obstetrícia;Ambulatorial + Hospitalar;0;Sem Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Coletiva;Ausente;Ativo;12/08/2021;12/08/2021;30/08/2022;2021
18434219;490401210;BV CLASSICO PJ APTO;415111;Biovida Saúde Ltda.;Medicina De Grupo;Média;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Individual;Ausente;Ativo;28/10/2021;28/10/2021;30/08/2022;2021
18435521;490439217;BV SUPERIOR PJ APTO;415111;Biovida Saúde Ltda.;Medicina De Grupo;Média;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Ausente;Individual;Ausente;Ativo;04/11/2021;04/11/2021;30/08/2022;2021
18266095;485987201;CAURN FLEX ENFERMARIA COPARTICIPAÇÃO;314251;Caixa Assistencial Universitária Do Rio Grande Do Norte;Autogestão;Pequena;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Coletiva;Ausente;Ativo;19/06/2020;19/06/2020;30/08/2022;2020
18266105;485988200;CAURN FLEX APARTAMENTO COPARTICIPAÇÃO;314251;Caixa Assistencial Universitária Do Rio Grande Do Norte;Autogestão;Pequena;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Individual;Ausente;Ativo;19/06/2020;19/06/2020;30/08/2022;2020
18449324;490895213;Personal Gold Sem Obstetricia Apartamento Participativo CE;365777;Unimed Noroeste Do Paraná Coop De Trabalho Médico .;Cooperativa Médica;Pequena;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar sem obstetrícia;Ambulatorial + Hospitalar;0;Sem Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Co-participacão;Individual;Ausente;Ativo;28/12/2021;28/12/2021;30/08/2022;2021
18332639;487648202;PERSONAL MASTER IND/FAM APARTAMENTO;365777;Unimed Noroeste Do Paraná Coop De Trabalho Médico .;Cooperativa Médica;Pequena;P;Individual ou familiar;Individual ou Familiar;Ambulatorial + Hospitalar sem obstetrícia;Ambulatorial + Hospitalar;0;Sem Obstetrícia;Médico-hospitalar;Pre-estabelecido;Nacional;Ausente;Individual;Ausente;Suspenso;23/03/2021;10/12/2020;30/08/2022;2020
18139933;483109198;Capesaúde Perfil Maranhão;324477;Caixa De Previdência E Assistência Dos Servidores Da Fundação Nacional De Saúde - Capesesp;Autogestão;Média;P;Coletivo empresarial;Coletivo empresarial;Ambulatorial + Hospitalar com obstetrícia;Ambulatorial + Hospitalar;0;Com Obstetrícia;Médico-hospitalar;Pre-estabelecido;Grupo de municípios;Franquia + Co-participacão;Coletiva;Ausente;Ativo;17/06/2019;17/06/2019;30/08/2022;2019
